Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Régimen y estado;Periodo;Total
Total Nacional;01 Andalucía;14 Córdoba;Vivienda nueva;2007;5.190
Total Nacional;01 Andalucía;14 Córdoba;Vivienda usada;2025;8.998
Total Nacional;01 Andalucía;14 Córdoba;Vivienda usada;2024;7.478
Total Nacional;01 Andalucía;14 Córdoba;Vivienda usada;2023;6.644
Total Nacional;01 Andalucía;14 Córdoba;Vivienda usada;2022;7.188
Total Nacional;01 Andalucía;14 Córdoba;Vivienda usada;2021;6.236
Total Nacional;01 Andalucía;14 Córdoba;Vivienda usada;2020;4.604
Total Nacional;01 Andalucía;14 Córdoba;Vivienda usada;2019;5.501
Total Nacional;01 Andalucía;14 Córdoba;Vivienda usada;2018;5.560
Total Nacional;01 Andalucía;14 Córdoba;Vivienda usada;2017;4.859
Total Nacional;01 Andalucía;14 Córdoba;Vivienda usada;2016;4.111
Total Nacional;01 Andalucía;14 Córdoba;Vivienda usada;2015;3.564
Total Nacional;01 Andalucía;14 Córdoba;Vivienda usada;2014;2.631
Total Nacional;01 Andalucía;14 Córdoba;Vivienda usada;2013;2.303
Total Nacional;01 Andalucía;14 Córdoba;Vivienda usada;2012;2.317
Total Nacional;01 Andalucía;14 Córdoba;Vivienda usada;2011;2.499
Total Nacional;01 Andalucía;14 Córdoba;Vivienda usada;2010;2.925
Total Nacional;01 Andalucía;14 Córdoba;Vivienda usada;2009;2.626
Total Nacional;01 Andalucía;14 Córdoba;Vivienda usada;2008;3.822
Total Nacional;01 Andalucía;14 Córdoba;Vivienda usada;2007;5.825
Total Nacional;01 Andalucía;14 Córdoba;Vivienda libre;2025;9.980
Total Nacional;01 Andalucía;14 Córdoba;Vivienda libre;2024;8.469
Total Nacional;01 Andalucía;14 Córdoba;Vivienda libre;2023;6.966
Total Nacional;01 Andalucía;14 Córdoba;Vivienda libre;2022;7.495
Total Nacional;01 Andalucía;14 Córdoba;Vivienda libre;2021;6.703
Total Nacional;01 Andalucía;14 Córdoba;Vivienda libre;2020;4.884
Total Nacional;01 Andalucía;14 Córdoba;Vivienda libre;2019;5.721
Total Nacional;01 Andalucía;14 Córdoba;Vivienda libre;2018;5.656
Total Nacional;01 Andalucía;14 Córdoba;Vivienda libre;2017;4.966
Total Nacional;01 Andalucía;14 Córdoba;Vivienda libre;2016;4.217
Total Nacional;01 Andalucía;14 Córdoba;Vivienda libre;2015;3.877
Total Nacional;01 Andalucía;14 Córdoba;Vivienda libre;2014;3.371
Total Nacional;01 Andalucía;14 Córdoba;Vivienda libre;2013;3.437
Total Nacional;01 Andalucía;14 Córdoba;Vivienda libre;2012;3.178
Total Nacional;01 Andalucía;14 Córdoba;Vivienda libre;2011;3.861
Total Nacional;01 Andalucía;14 Córdoba;Vivienda libre;2010;4.890
Total Nacional;01 Andalucía;14 Córdoba;Vivienda libre;2009;4.748
Total Nacional;01 Andalucía;14 Córdoba;Vivienda libre;2008;7.347
Total Nacional;01 Andalucía;14 Córdoba;Vivienda libre;2007;9.727
Total Nacional;01 Andalucía;14 Córdoba;Vivienda protegida;2025;1.351
Total Nacional;01 Andalucía;14 Córdoba;Vivienda protegida;2024;999
Total Nacional;01 Andalucía;14 Córdoba;Vivienda protegida;2023;1.102
Total Nacional;01 Andalucía;14 Córdoba;Vivienda protegida;2022;967
Total Nacional;01 Andalucía;14 Córdoba;Vivienda protegida;2021;975
Total Nacional;01 Andalucía;14 Córdoba;Vivienda protegida;2020;714
Total Nacional;01 Andalucía;14 Córdoba;Vivienda protegida;2019;909
Total Nacional;01 Andalucía;14 Córdoba;Vivienda protegida;2018;872
Total Nacional;01 Andalucía;14 Córdoba;Vivienda protegida;2017;670
Total Nacional;01 Andalucía;14 Córdoba;Vivienda protegida;2016;579
Total Nacional;01 Andalucía;14 Córdoba;Vivienda protegida;2015;568
Total Nacional;01 Andalucía;14 Córdoba;Vivienda protegida;2014;384
Total Nacional;01 Andalucía;14 Córdoba;Vivienda protegida;2013;544
Total Nacional;01 Andalucía;14 Córdoba;Vivienda protegida;2012;762
Total Nacional;01 Andalucía;14 Córdoba;Vivienda protegida;2011;661
Total Nacional;01 Andalucía;14 Córdoba;Vivienda protegida;2010;662
Total Nacional;01 Andalucía;14 Córdoba;Vivienda protegida;2009;733
Total Nacional;01 Andalucía;14 Córdoba;Vivienda protegida;2008;1.108
Total Nacional;01 Andalucía;14 Córdoba;Vivienda protegida;2007;1.288
Total Nacional;01 Andalucía;18 Granada;Viviendas: Total;2025;15.680
Total Nacional;01 Andalucía;18 Granada;Viviendas: Total;2024;13.459
Total Nacional;01 Andalucía;18 Granada;Viviendas: Total;2023;12.336
Total Nacional;01 Andalucía;18 Granada;Viviendas: Total;2022;13.846
Total Nacional;01 Andalucía;18 Granada;Viviendas: Total;2021;12.042
Total Nacional;01 Andalucía;18 Granada;Viviendas: Total;2020;8.917
Total Nacional;01 Andalucía;18 Granada;Viviendas: Total;2019;10.397
Total Nacional;01 Andalucía;18 Granada;Viviendas: Total;2018;10.270
Total Nacional;01 Andalucía;18 Granada;Viviendas: Total;2017;9.171
Total Nacional;01 Andalucía;18 Granada;Viviendas: Total;2016;7.445
Total Nacional;01 Andalucía;18 Granada;Viviendas: Total;2015;6.929
Total Nacional;01 Andalucía;18 Granada;Viviendas: Total;2014;6.183
Total Nacional;01 Andalucía;18 Granada;Viviendas: Total;2013;6.399
Total Nacional;01 Andalucía;18 Granada;Viviendas: Total;2012;6.497
Total Nacional;01 Andalucía;18 Granada;Viviendas: Total;2011;8.043
Total Nacional;01 Andalucía;18 Granada;Viviendas: Total;2010;8.935
Total Nacional;01 Andalucía;18 Granada;Viviendas: Total;2009;9.728
Total Nacional;01 Andalucía;18 Granada;Viviendas: Total;2008;12.846
Total Nacional;01 Andalucía;18 Granada;Viviendas: Total;2007;16.518
Total Nacional;01 Andalucía;18 Granada;Vivienda nueva;2025;3.862
Total Nacional;01 Andalucía;18 Granada;Vivienda nueva;2024;3.094
Total Nacional;01 Andalucía;18 Granada;Vivienda nueva;2023;2.537
Total Nacional;01 Andalucía;18 Granada;Vivienda nueva;2022;2.982
Total Nacional;01 Andalucía;18 Granada;Vivienda nueva;2021;2.518
Total Nacional;01 Andalucía;18 Granada;Vivienda nueva;2020;1.747
Total Nacional;01 Andalucía;18 Granada;Vivienda nueva;2019;2.056
Total Nacional;01 Andalucía;18 Granada;Vivienda nueva;2018;1.843
Total Nacional;01 Andalucía;18 Granada;Vivienda nueva;2017;1.708
Total Nacional;01 Andalucía;18 Granada;Vivienda nueva;2016;1.403
Total Nacional;01 Andalucía;18 Granada;Vivienda nueva;2015;1.932
Total Nacional;01 Andalucía;18 Granada;Vivienda nueva;2014;3.147
Total Nacional;01 Andalucía;18 Granada;Vivienda nueva;2013;3.793
Total Nacional;01 Andalucía;18 Granada;Vivienda nueva;2012;3.922
Total Nacional;01 Andalucía;18 Granada;Vivienda nueva;2011;4.846
Total Nacional;01 Andalucía;18 Granada;Vivienda nueva;2010;5.267
Total Nacional;01 Andalucía;18 Granada;Vivienda nueva;2009;5.850
Total Nacional;01 Andalucía;18 Granada;Vivienda nueva;2008;7.202
Total Nacional;01 Andalucía;18 Granada;Vivienda nueva;2007;7.920
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2025;11.818
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2024;10.365
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2023;9.799
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2022;10.864
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2021;9.524
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2020;7.170
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2019;8.341
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2018;8.427
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2017;7.463
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2016;6.042
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2015;4.997
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2014;3.036
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2013;2.606
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2012;2.575
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2011;3.197
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2010;3.668
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2009;3.878
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2008;5.644
Total Nacional;01 Andalucía;18 Granada;Vivienda usada;2007;8.598
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2025;14.579
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2024;12.369
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2023;11.501
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2022;12.948
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2021;11.259
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2020;8.205
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2019;9.569
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2018;9.469
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2017;8.492
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2016;6.868
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2015;6.409
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2014;5.648
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2013;6.032
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2012;5.945
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2011;7.179
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2010;8.161
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2009;8.191
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2008;12.000
Total Nacional;01 Andalucía;18 Granada;Vivienda libre;2007;15.476
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2025;1.101
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2024;1.090
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2023;835
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2022;898
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2021;783
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2020;712
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2019;828
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2018;801
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2017;679
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2016;577
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2015;520
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2014;535
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2013;367
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2012;552
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2011;864
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2010;774
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2009;1.537
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2008;846
Total Nacional;01 Andalucía;18 Granada;Vivienda protegida;2007;1.042
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2025;8.496
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2024;7.296
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2023;6.734
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2022;7.566
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2021;7.198
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2020;4.986
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2019;5.661
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2018;5.520
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2017;4.933
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2016;3.994
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2015;3.573
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2014;3.561
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2013;3.719
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2012;3.978
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2011;4.673
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2010;5.068
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2009;4.753
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2008;7.882
Total Nacional;01 Andalucía;21 Huelva;Viviendas: Total;2007;10.683
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2025;2.019
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2024;1.663
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2023;1.320
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2022;1.440
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2021;1.654
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2020;1.128
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2019;1.210
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2018;1.381
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2017;1.120
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2016;898
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2015;958
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2014;1.881
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2013;2.314
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2012;2.700
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2011;3.208
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2010;3.452
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2009;3.199
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2008;4.210
Total Nacional;01 Andalucía;21 Huelva;Vivienda nueva;2007;6.009
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2025;6.477
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2024;5.633
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2023;5.414
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2022;6.126
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2021;5.544
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2020;3.858
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2019;4.451
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2018;4.139
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2017;3.813
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2016;3.096
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2015;2.615
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2014;1.680
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2013;1.405
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2012;1.278
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2011;1.465
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2010;1.616
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2009;1.554
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2008;3.672
Total Nacional;01 Andalucía;21 Huelva;Vivienda usada;2007;4.674
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2025;7.778
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2024;6.617
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2023;6.173
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2022;6.820
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2021;6.627
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2020;4.200
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2019;5.106
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2018;4.911
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2017;4.406
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2016;3.582
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2015;3.215
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2014;3.324
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2013;3.375
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2012;3.373
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2011;4.058
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2010;4.319
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2009;4.309
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2008;7.037
Total Nacional;01 Andalucía;21 Huelva;Vivienda libre;2007;9.963
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2025;718
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2024;679
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2023;561
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2022;746
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2021;571
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2020;786
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2019;555
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2018;609
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2017;527
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2016;412
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2015;358
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2014;237
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2013;344
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2012;605
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2011;615
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2010;749
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2009;444
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2008;845
Total Nacional;01 Andalucía;21 Huelva;Vivienda protegida;2007;720
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2025;8.178
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2024;6.844
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2023;6.299
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2022;6.169
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2021;5.436
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2020;4.499
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2019;4.751
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2018;4.719
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2017;4.418
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2016;3.763
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2015;3.280
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2014;2.678
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2013;2.767
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2012;3.469
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2011;3.992
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2010;4.252
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2009;4.855
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2008;7.719
Total Nacional;01 Andalucía;23 Jaén;Viviendas: Total;2007;10.168
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2025;1.075
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2024;830
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2023;701
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2022;707
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2021;596
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2020;465
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2019;472
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2018;616
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2017;591
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2016;465
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2015;594
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2014;654
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2013;910
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2012;1.430
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2011;1.514
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2010;1.756
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2009;2.321
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2008;3.594
Total Nacional;01 Andalucía;23 Jaén;Vivienda nueva;2007;3.304
Total Nacional;01 Andalucía;23 Jaén;Vivienda usada;2025;7.103
Total Nacional;01 Andalucía;23 Jaén;Vivienda usada;2024;6.014
Total Nacional;01 Andalucía;23 Jaén;Vivienda usada;2023;5.598
Total Nacional;01 Andalucía;23 Jaén;Vivienda usada;2022;5.462
Total Nacional;01 Andalucía;23 Jaén;Vivienda usada;2021;4.840
Total Nacional;01 Andalucía;23 Jaén;Vivienda usada;2020;4.034
Total Nacional;01 Andalucía;23 Jaén;Vivienda usada;2019;4.279
Total Nacional;01 Andalucía;23 Jaén;Vivienda usada;2018;4.103
Total Nacional;01 Andalucía;23 Jaén;Vivienda usada;2017;3.827
Total Nacional;01 Andalucía;23 Jaén;Vivienda usada;2016;3.298
Total Nacional;01 Andalucía;23 Jaén;Vivienda usada;2015;2.686
Total Nacional;01 Andalucía;23 Jaén;Vivienda usada;2014;2.024
